order_id,order_date,customer_name,customer_email,product,category,quantity,unit_price,country
1001,2024-12-23,Fatema Rezaei,fatema.rezaei@email.com,HP Laptop,Electronics,4,2500,Kuwait
1002,2024-12-23,Fatema Rezaei,fatema.rezaei@email.com,Iranian Tea,Food,10,30,Turkey
1003,2024-12-23,Ahmad Ali,ahmad.ali@email.com,Logitech Mouse,Electronics,4,150,Qatar
1004,2024-12-23,Ahmad Ali,ahmad.ali@email.com,Iranian Tea,Food,9,30,Qatar
1005,2024-12-23,Maryam Tagizade,maryam.tagizade@email.com,Sports Cap,Clothing,1,200,Kuwait
1006,2024-12-23,Ali Mohammadi,ali.mohammadi@email.com,Data Science Book,Books,5,180,Saudi Arabia
1007,2024-12-23,Narges Fahadi,narges.fahadi@email.com,Logitech Mouse,Electronics,0,150,Turkey
1008,2024-12-23,Sara Soltani,sara.soltani@email.com,Fast Charger,Electronics,8,250,Iran
1009,2024-12-23,Reza Shahrokhi,reza.shahrokhi@email.com,Logitech Mouse,Electronics,10,150,Kuwait
1010,2024-12-23,Narges Fahadi,,Sports Cap,Clothing,2,200,Qatar
1011,2024-12-23,Mohammad Karimi,mohammad.karimi@email.com,Logitech Mouse,Electronics,2,150,Qatar
1012,2024-12-23,Maryam Tagizade,maryam.tagizade@email.com,Python Book,Books,6,120,UAE
1013,2024-12-23,Mohammad Karimi,mohammad.karimi@email.com,Logitech Mouse,Electronics,9,150,UAE
1014,2024-12-23,Ali Mohammadi,ali.mohammadi@email.com,Espresso Coffee,Food,5,50,Lebanon
1015,2024-12-23,Hassan Nouri,hassan.nouri@email.com,Sony Headphones,Electronics,1,600,Saudi Arabia
1016,2024-12-23,Ahmad Ali,ahmad.ali@email.com,Python Book,Books,0,120,Lebanon
1017,2024-12-23,Sara Soltani,sara.soltani@email.com,Python Book,Books,8,120,Qatar
1018,2024-12-23,Maryam Tagizade,maryam.tagizade@email.com,Mechanical Keyboard,Electronics,3,800,Kuwait
1019,2024-12-23,Hassan Nouri,hassan.nouri@email.com,Iranian Tea,Food,10,30,Kuwait
1020,2024-12-23,Sara Soltani,sara.soltani@email.com,Data Science Book,Books,4,180,Saudi Arabia
1021,2024-12-23,Ali Mohammadi,ali.mohammadi@email.com,Iranian Tea,Food,2,30,Jordan
1022,2024-12-23,Fatema Rezaei,fat
ema.rezaei@email.com,Mechanical Keyboard,Electronics,7,800,UAE
1023,2024-12-23,Reza Shahrokhi,reza.shahrokhi@email.com,Data Science Book,Books,9,180,Jordan
1024,2024-12-23,Hassan Nouri,hassan.nouri@email.com,HP Laptop,Electronics,9,2500,Turkey
1025,2024-12-23,Narges Fahadi,narges.fahadi@email.com,Logitech Mouse,Electronics,7,150,Kuwait
1026,2024-12-23,Ahmad Ali,ahmad.ali@email.com,Fast Charger,Electronics,9,250,UAE
1027,2024-12-23,Mohammad Karimi,mohammad.karimi@email.com,Iranian Tea,Food,3,30,Qatar
1028,2024-12-23,Ali Mohammadi,ali.mohammadi@email.com,Iranian Tea,Food,10,30,Iran
1029,2024-12-23,Ahmad Ali,ahmad.ali@email.com,Logitech Mouse,Electronics,5,150,Saudi Arabia
1030,2024-12-23,Zahra Hasani,zahra.hasani@email.com,Sports Cap,Clothing,2,200,Turkey
1031,2024-12-23,Fatema Rezaei,fatema.rezaei@email.com,Iranian Tea,Food,3,30,UAE
1032,2024-12-23,Hassan Nouri,hassan.nouri@email.com,Mechanical Keyboard,Electronics,9,800,Kuwait
1033,2024-12-23,Reza Shahrokhi,reza.shahrokhi@email.com,Sony Headphones,Electronics,5,600,Qatar
1034,2024-12-23,Narges Fahadi,narges.fahadi@email.com,Espresso Coffee,Food,2,50,Jordan
1035,2024-12-23,Fatema Rezaei,fatema.rezaei@email.com,Python Book,Books,10,120,Iran
1036,2024-12-23,Sara Soltani,sara.soltani@email.com,Sony Headphones,Electronics,2,600,Iran
1037,2024-12-23,Ahmad Ali,ahmad.ali@email.com,Sony Headphones,Electronics,1,600,Turkey
1038,2024-12-23,Fatema Rezaei,fatema.rezaei@email.com,Iranian Tea,Food,5,30,Qatar
1039,2024-12-23,Zahra Hasani,zahra.hasani@email.com,Iranian Tea,Food,10,30,UAE
1040,2024-12-23,Zahra Hasani,zahra.hasani@email.com,Espresso Coffee,Food,0,50,Lebanon
1041,2024-12-23,Narges Fahadi,narges.fahadi@email.com,Data Science Book,Books,8,180,Lebanon
1042,2024-12-23,Ahmad Ali,ahmad.ali@email.com,Logitech Mouse,Electronics,7,150,Iran
1043,2024-12-23,Fatema Rezaei,fatema.rezaei@email.com,Sony Headphones,Electronics,4,600,Qatar
1044,2024-12-23,Ali Mohammadi,ali.mohammadi@email.com,Data Science Book,Boo
ks,5,180,UAE
1045,2024-12-23,Fatema Rezaei,fatema.rezaei@email.com,Espresso Coffee,Food,1,50,Turkey
1046,2024-12-23,Hassan Nouri,hassan.nouri@email.com,HP Laptop,Electronics,4,2500,Turkey
1047,2024-12-23,Maryam Tagizade,maryam.tagizade@email.com,Espresso Coffee,Food,7,50,Qatar
1048,2024-12-23,Ali Mohammadi,ali.mohammadi@email.com,Data Science Book,Books,7,180,Iran
1049,2024-12-23,Maryam Tagizade,maryam.tagizade@email.com,Fast Charger,Electronics,9,250,Lebanon
1050,2024-12-23,Maryam Tagizade,maryam.tagizade@email.com,Mechanical Keyboard,Electronics,5,800,Qatar
